city;state;date_time;shape
Jackson;NJ;18/03/2006 18:35;sphere
Lakewood Ranch,Bradenton;FL;18/03/2006 18:00;cylinder
Myrtle Beach;SC;18/03/2006 23:00;fireball
Long Beach;CA;18/03/2006 23:15;oval
Excelsior;MN;18/03/2006 23:30;flash
Crestwood;KY;19/03/2006 00:00;disk
Longwood;FL;19/03/2006 08:30;triangle
Ontario;CA;19/03/2006 08:45;triangle
Tamarac;FL;19/03/2006 20:30;light
Boise;ID;19/03/2006 22:45;other
Seattle;WA;19/03/2006 23:20;circle
Kelso;WA;19/03/2006 23:30;fireball
Alexandria;VA;19/03/2006 23:53;fireball
Ottawa;ON;20/03/2006 00:00;light
Irving;TX;20/03/2006 00:04;triangle
Benicia;CA;20/03/2006 22:00;fireball
White Mountain;AK;21/03/2006 00:00;sphere
Mesa;AZ;21/03/2006 07:00;circle
Kokomo;IN;21/03/2006 21:00;light
Kokomo;IN;21/03/2006 21:00;fireball
Kokomo;IN;21/03/2006 21:05;disk
Sonora;CA;21/03/2006 22:30;light
Port Angeles;WA;21/03/2006 23:00;triangle
Burnaby;BC;22/03/2006 11:05;unknown
Fontana;CA;22/03/2006 13:30;unknown
Rankin;TX;22/03/2006 17:49;oval
Contoocook;NH;22/03/2006 19:35;circle
Port el Kantoui (Tunisia);;22/03/2006 21:15;other
Las Vegas;NV;22/03/2006 21:45;light
Lincoln;NE;22/03/2006 21:54;light
Kokomo;IN;22/03/2006 23:00;light
Patung Beach (Phuket Islan, Thailand);;22/03/2006 23:30;changing
York;PA;23/03/2006 04:20;circle
Amarillo;TX;23/03/2006 15:30;rectangle
Rancho Mirage;CA;23/03/2006 19:10;fireball
Las Vegas;NV;23/03/2006 19:25;oval
Kansas City;MO;23/03/2006 21:00;changing
Ben Lomond;CA;23/03/2006 21:30;light
Powhatan;VA;23/03/2006 22:00;light
Scottsdale;AZ;23/03/2006 22:00;disk
Victorville;CA;24/03/2006 21:00;light
Greenwood Village;CO;24/03/2006 21:30;light
Boston;MA;24/03/2006 21:30;cigar
Lubbock;TX;24/03/2006 22:30;circle
Halifax;NS;24/03/2006 22:45;light
Alhambra;CA;25/03/2006 03:50;fireball
Carson;CA;25/03/2006 03:56;fireball
Summers;AR;25/03/2006 04:45;flash
Prairie Grove;AR;25/03/2006 04:45;flash
Stroud;OK;25/03/2006 05:30;flash
Summersville;WV;25/03/2006 13:00;unknown
Amherst;NY;25/03/2006 21:00;circle
Blue Springs;MO;25/03/2006 21:00;unknown
Onion Creek;WA;25/03/2006 21:30;fireball
Kenosha;WI;25/03/2006 22:00;disk
Manchester;CT;25/03/2006 23:00;other
Plymouth;WI;25/03/2006 23:10;formation
Prestonsburg;KY;26/03/2006 00:00;light
Orlando;FL;26/03/2006 01:00;unknown
Murphy;NC;26/03/2006 01:33;unknown
Gainesville;FL;26/03/2006 18:30;changing
Saint Paul Park;MN;26/03/2006 22:00;fireball
Irvine;CA;26/03/2006 23:30;circle
High Knoll Fort (St. Helena Island);;27/03/2006 03:30;light
Pecs (enroute eastbound to) (Hungary);;27/03/2006 03:43;changing
Sydney (Australia);;27/03/2006 22:30;light
Baie D'urfe;QC;27/03/2006 23:59;changing
Sanford;ME;28/03/2006 00:00;circle
Hemet;CA;28/03/2006 02:00;triangle
Brunswick;ME;28/03/2006 20:00;circle
Campbelltown-Sydney (Australia);;28/03/2006 22:00;other
Sutton;MA;28/03/2006 22:15;oval
Penobsquis;NB;28/03/2006 22:45;unknown
Wayne;NJ;28/03/2006 23:00;triangle
Stamford;CT;29/03/2006 14:24;changing
Brockville;ON;29/03/2006 15:00;circle
Longmont;CO;29/03/2006 17:50;other
Yamachiche;QC;29/03/2006 19:07;triangle
Starkville;MS;29/03/2006 20:55;circle
Kokomo;IN;29/03/2006 21:19;light
Milladore;WI;29/03/2006 22:00;light
Jonesville;MI;;other
Penicuik (UK/Scotland);;30/03/2006 02:30;triangle
Tallahassee;FL;30/03/2006 09:26;fireball
Palmetto;FL;30/03/2006 20:30;flash
Broadway;NC;30/03/2006 21:00;unknown
Marion;IN;30/03/2006 21:15;light
Cape Town (South Africa);;30/03/2006 23:01;teardrop
Greenwood;IN;31/03/2006 01:10;triangle
Calabasas;CA;31/03/2006 04:15;flash
Madurai (India);;31/03/2006 07:17;unknown
Singapore;;31/03/2006 18:30;oval
Lincoln;NE;31/03/2006 20:50;light
Tri-Cities;WA;31/03/2006 21:00;light
Attica;IN;;
Lake Elsinore;CA;;triangle
Grand Terrace;CA;;cylinder
;AZ;;
Belleview;NE;;diamond
Norwood;MA;;cigar
Azusa;CA;;triangle
Fort Bragg;NC;20/09/2009 01:15;triangle
Olmsted Falls;OH;30/12/1999 00:00;diamond
Kansas City\Lenexa, Kansas area;KS;;formation
Portsmouth;;;rectangle
Zion;IL;;light
Lincoln;NE;31/03/2006 21:10;light
Claremore;OK;31/03/2006 22:00;disk
Sacramento;CA;31/03/2006 22:30;formation
Furnace Creek, ca;CA;31/03/2006 23:00;light
Fairfiled;ID;01/04/2006 00:00;light
Boston;MA;01/04/2006 00:52;fireball
Windham;ME;01/04/2006 00:59;light
Tulsa;OK;01/04/2006 04:45;oval
Westminster;CO;01/04/2006 08:00;light
Beardstown;IL;01/04/2006 19:45;sphere
St Louis;MO;01/04/2006 20:20;light
Lexington;NC;01/04/2006 21:15;flash
Jasper;TN;;disk
New Castle;PA;01/07/1969 21:00;disk
;IN;30/06/1970 00:00;
West Seneca;NY;15/08/1970 02:00;unknown
Calhoun;IL;23/05/1974 22:00;
North Burnaby;BC;14/07/1975 16:00;disk
Mount Vernon;IN;15/08/1977 22:14;
Delaware;OH;15/08/1977 22:16;
Christchurch (New Zealand);;01/06/1978 17:30;triangle
Humnoke;AR;07/01/1979 21:30;light
Tarboro;NC;15/08/1979 20:15;triangle
Adelaide;SK;07/02/1980 21:45;disk
Miami;FL;01/04/2006 21:25;circle
Miami;FL;01/04/2006 21:45;triangle
Macomb;IL;01/04/2006 22:05;triangle
San Jose;CA;02/04/2006 00:00;other
El Cajon;CA;02/04/2006 01:00;circle
Carrollton;TX;02/04/2006 02:30;light
Miami;FL;02/04/2006 04:00;formation
Elizabeth;NJ;02/04/2006 17:55;sphere
San Bernardino;CA;02/04/2006 19:00;diamond
Smithville;TX;02/04/2006 20:58;oval
E. Northport;NY;02/04/2006 21:00;formation
Heacham;;01/07/1980 21:00;triangle
Webster;MA;25/12/1981 00:00;oval
out in the country not city;TX;01/01/1982 00:00;rectangle
Solomon;KS;15/08/1982 21:30;light
Garden City;MI;15/06/1983 23:00;circle
Vincent;AL;31/10/1984 22:00;circle
Union City;;15/06/1985 23:00;oval
Pacific Ocean;WA;16/05/1988 17:45;sphere
Phoenix;AZ;01/09/1988 17:00;unknown
Phoenix;AZ;01/09/1988 17:00;unknown
Hamden;CT;02/04/2006 21:00;oval
Hamilton;ON;03/04/2006 07:30;disk
Latonia;KY;03/04/2006 12:00;rectangle
Winston-Salem;NC;03/04/2006 13:00;fireball
Bowie;TX;03/04/2006 13:55;changing
Verona;PA;03/04/2006 14:50;other
Bremerton;WA;03/04/2006 17:14;sphere
Los Angeles;CA;03/04/2006 19:00;unknown
Maale Adummim (Israel);;03/04/2006 21:05;other
Tidewater;OR;03/04/2006 21:20;fireball
North Bend;OR;03/04/2006 21:44;circle
Heacham (UK/England);;15/07/1989 21:00;triangle
Ava;NY;15/07/1990 22:00;triangle
Frankfort;IN;01/09/1995 01:00;
Margate (UK/England);;09/01/1997 15:00;egg
Aransas Pass;TX;01/06/1998 23:00;circle
Kansas City;MO;11/06/1999 23:00;light
San Antonio;TX;12/03/2000 04:00;circle
Stranger;KS;22/06/2000 14:00;other
Blackstone;VA;15/09/2006 22:00;circle
Kirkland;WA;10/10/2007 20:00;other
Pottsville;PA;16/07/2010 21:30;circle
Darien Center;NY;27/08/2010 01:30;diamond
Cardiff (UK/Wales);;03/04/2006 23:45;other
Loganville;GA;04/04/2006 01:44;light
Frazier Park;CA;04/04/2006 02:00;circle
Colorado Springs;CO;04/04/2006 02:30;circle
Akron;OH;04/04/2006 03:50;fireball
Salford (UK/England);;04/04/2006 13:00;cigar
Sioux Falls;SD;04/04/2006 20:20;unknown
Vancouver;BC;04/04/2006 20:23;triangle
Leigh (UK/England);;04/04/2006 21:20;circle
Richmond;BC;04/04/2006 21:22;triangle
Milton;ON;04/04/2006 22:30;sphere
Oneida;TN;23/06/2011 00:20;circle
Lynn;MA;30/06/2012 13:00;circle
Huntersville;NC;31/07/2012 22:00;sphere
South Bend;IN;09/09/2012 00:30;sphere
Burnsville;MN;12/04/2013 20:45;fireball
Liverpool (UK/England);;19/05/2013 04:30;sphere
Mission Viejo;CA;16/07/2013 21:45;unknown
Gray Court;SC;15/02/2014 02:00;cylinder
Pickerington;OH;01/08/2014 21:00;formation
Negaunee;MI;15/02/2015 22:00;light
Rossville;IL;04/04/2006 23:40;light
Washington;DC;05/04/2006 00:45;oval
Erie;PA;05/04/2006 03:00;disk
Erie;PA;05/04/2006 03:15;disk
Newhall;CA;05/04/2006 06:05;circle
Shingletown;CA;05/04/2006 08:31;disk
Silverdale;WA;05/04/2006 16:46;sphere
Palatka;FL;05/04/2006 20:00;disk
Diablo Lake;WA;23/07/2015 02:30;light
Barber;OK;19/06/2016 02:00;triangle
Riverside;CA;12/08/2016 19:15;sphere
Queens;NY;02/10/2016 20:00;oval
Park County;CO;15/03/2017 20:00;chevron
Boise;ID;03/06/2017 21:00;unknown
Colorado Springs?;CO;08/06/2017 20:28;unknown
Sedona;AZ;01/07/2017 14:30;cylinder
Cornwall;ON;17/07/2017 22:00;fireball
Centralia;WA;05/04/2006 20:15;fireball
Des Moines;WA;05/04/2006 20:30;fireball
Graham;WA;05/04/2006 22:15;disk
San Marcos;TX;05/04/2006 22:25;triangle
Oklahoma City;OK;05/04/2006 22:25;circle
Sammamish;WA;06/04/2006 01:00;circle
Scottsdale;AZ;06/04/2006 01:30;triangle
Ottovile;OH;06/04/2006 02:05;light
McCamey;TX;06/04/2006 05:50;oval
Ashford (UK/England);;06/04/2006 19:50;triangle
Kirkland;WA;06/04/2006 21:15;unknown
Las Cruces;NM;04/08/2017 07:48;sphere
Lakeport;CA;27/09/2017 05:00;circle
Haines City;FL;17/03/2018 11:43;circle
Port Charlotte;FL;16/04/2018 22:30;chevron
Boise;ID;26/07/2018 04:00;
Apollo;PA;27/07/2018 23:30;cone
Millington;TN;07/08/2018 21:00;formation
Millington;TN;07/08/2018 21:00;formation
Danville;IL;09/08/2018 19:18;oval
Albany;NY;10/10/2018 23:38;circle
Phoenix;AZ;06/04/2006 21:33;cylinder
Leeds (UK/England);;06/04/2006 21:50;light
Ilford;MB;06/04/2006 23:35;light
Monroe;LA;07/04/2006 00:00;disk
Nevada City;CA;07/04/2006 00:05;light
Melbourne (Australia);;07/04/2006 02:30;disk
Limerick;PA;07/04/2006 02:30;unknown
Fresno;CA;07/04/2006 06:01;light
El Dorado Hills;CA;07/04/2006 06:05;unknown
Hollister;CA;07/04/2006 06:05;unknown
Ardonia;NY;11/11/2018 08:00;light
Greenville;SC;01/03/2019 13:00;
Polacca;AZ;02/03/2019 23:00;unknown
Lawndale;NC;31/03/2019 05:33;disk
Philadelphia;PA;01/04/2019 13:00;cylinder
Richland;WA;02/04/2019 00:00;triangle
Panama City Beach;FL;30/04/2019 14:00;other
Hemet;CA;10/05/2019 22:01;
Laveen;AZ;19/05/2019 14:00;disk
Highlandtown Lake;OH;27/05/2019 12:30;disk
Sacramento;CA;07/04/2006 06:15;light
San Jose;CA;07/04/2006 10:25;other
London (UK/England);;07/04/2006 11:30;oval
Mississauga;ON;07/04/2006 12:30;disk
Maynardville;TN;07/04/2006 19:55;light
Hebronville;TX;07/04/2006 20:30;other
Pond Inlet;NT;07/04/2006 22:44;circle
Omaha;NE;07/04/2006 23:45;triangle
Los Angeles;CA;08/04/2006 03:10;changing
Fort Collins;CO;08/04/2006 11:05;changing
Hampton;CT;28/05/2019 23:30;light
Hampton;CT;28/05/2019 23:30;light
Phoenix;AZ;29/05/2019 09:20;rectangle
Indian Trail;NC;01/06/2019 20:30;cone
Pottsville;PA;16/06/2019 21:15;circle
Hixton;WI;20/06/2019 21:38;light
Mesick;MI;21/06/2019 16:00;oval
Danville;IL;24/06/2019 23:00;fireball
Nesquehoning;PA;26/06/2019 20:30;oval
Fort Collins;CO;08/04/2006 11:05;changing
Beardstown;IL;08/04/2006 11:15;formation
Pecos;NM;08/04/2006 12:30;disk
Santa Clarita;CA;08/04/2006 15:40;circle
Oley;PA;08/04/2006 22:30;sphere
Sanbornton;NH;08/04/2006 22:43;disk
Augusta;GA;08/04/2006 23:00;light
Schererville;IN;09/04/2006 02:00;unknown
Mira Loma;CA;09/04/2006 09:00;fireball
Corte Madera;CA;27/06/2019 21:00;sphere
Allison Park;PA;27/06/2019 22:00;
Kannapolis;NC;28/06/2019 00:00;light
Oak Island;NC;30/06/2019 08:00;rectangle
Derby;VT;01/07/2019 09:50;fireball
York;PA;01/07/2019 21:00;oval
Antonito;CO;04/07/2019 22:00;triangle
Westport;WA;04/07/2019 22:00;other
Ocean City;MD;05/07/2019 21:30;other
Montreal;QC;09/04/2006 10:50;formation
Philadelphia;PA;09/04/2006 14:36;cigar
Quapaw;OK;09/04/2006 15:30;cigar
Little Rock;AR;09/04/2006 21:00;light
Mandeville;LA;09/04/2006 22:00;light
Wauseon;OH;10/04/2006 10:45;triangle
Fleetwood (UK/England);;10/04/2006 13:20;disk
Burnsville;MN;10/04/2006 13:45;formation
Sunrise;FL;10/04/2006 19:41;unknown
Coventry (UK/England);;11/04/2006 01:00;formation
Atlantic Ocean (240 miles E of FL);;07/07/2019 04:30;rectangle
Stephenville;TX;10/07/2019 18:00;other
Elgin;IL;10/07/2019 20:33;formation
Chicopee;MA;11/07/2019 17:00;other
Salt Lake City;UT;15/07/2019 01:00;circle
Cortez;CO;15/07/2019 17:35;disk
Eufaula;OK;17/07/2019 09:30;circle
Atlantic City??;NJ;17/07/2019 16:30;unknown
Denham Springs;LA;19/07/2019 03:23;unknown
Greenbush;MI;20/07/2019 00:00;formation
Cornelius;NC;20/07/2019 00:30;unknown
Orlando;FL;11/04/2006 06:50;oval
Augusta;GA;11/04/2006 20:40;light
Flint;MI;11/04/2006 21:15;triangle
Malibu;CA;11/04/2006 23:30;other
Huntington Park;CA;12/04/2006 00:00;changing
Golden;CO;12/04/2006 13:51;formation
Pensacola;FL;12/04/2006 21:00;triangle
Arlington;TX;12/04/2006 22:15;triangle
Hessel;MI;13/04/2006 03:24;cigar
Orlando;FL;13/04/2006 09:30;light
Arlee;MT;20/07/2019 01:00;oval
Ann Arbor;MI;20/07/2019 21:29;circle
Ann Arbor;MI;20/07/2019 21:29;circle
Bozeman;MT;20/07/2019 00:00;sphere
Rio Rancho;NM;21/07/2019 16:30;oval
Nutley;NJ;22/07/2019 20:35;circle
Albuquerque;NM;22/07/2019 21:15;oval
Clayville;NY;22/07/2019 23:05;circle
Boiling Springs;SC;23/07/2019 00:00;other
Clarksville;TN;23/07/2019 01:25;
Mercer;PA;13/04/2006 14:00;light
Madrid (Spain);;13/04/2006 18:10;other
Denver;CO;13/04/2006 20:30;triangle
Wise;VA;13/04/2006 21:15;light
Fort Worth;TX;13/04/2006 22:00;other
Jamestown;NY;13/04/2006 22:00;triangle
Howell;NJ;14/04/2006 00:18;disk
New York;NY;14/04/2006 00:40;light
London (UK/England);;14/04/2006 00:45;sphere
Camberley (UK/England);;14/04/2006 18:04;teardrop
Norwalk;CT;23/07/2019 01:30;
Farmington;MO;23/07/2019 01:45;unknown
Bakersfield;CA;23/07/2019 03:30;other
Sussex;WI;23/07/2019 06:26;unknown
Helena;MT;23/07/2019 10:31;
Helena;MT;23/07/2019 10:31;
Walla Walla;WA;23/07/2019 10:47;
Alexandria;VA;23/07/2019 14:36;
Moose Jaw;SK;23/07/2019 16:00;cigar
Loon Lake;WA;23/07/2019 21:20;diamond
Naperville;IL;14/04/2006 19:15;sphere
El Paso;TX;14/04/2006 19:22;other
Shoreline;WA;14/04/2006 20:00;egg
La Quinta;CA;14/04/2006 20:00;light
Denver;CO;15/04/2006 02:00;oval
Berwick;LA;15/04/2006 07:00;triangle
Vermilion;OH;15/04/2006 20:27;cylinder
Pensacola;FL;15/04/2006 21:00;circle
Hutchinson;KS;15/04/2006 21:00;unknown
Kirtland;NM;15/04/2006 21:09;light
Boise;ID;24/07/2019 04:02;
Star;ID;24/07/2019 10:10;other
St Louis;MO;24/07/2019 16:45;unknown
Westport;CT;24/07/2019 18:00;circle
Estes;CO;24/07/2019 19:10;
Newton;NJ;24/07/2019 21:30;sphere
Plymouth;CT;24/07/2019 23:00;egg
New York;NY;24/07/2019 23:00;flash
Tukwila;WA;24/07/2019 23:02;circle
Happy Valley;OR;24/07/2019 23:30;rectangle
Couburg;ON;15/04/2006 22:10;formation
Malaga (Spain);;15/04/2006 22:30;fireball
Camp Albert Pike;AR;15/04/2006 23:00;unknown
Marbella, Costa del Sol (Spain);;15/04/2006 23:30;fireball
Gloucester (UK/England);;16/04/2006 00:30;triangle
Nassau (Bahamas);;16/04/2006 07:30;teardrop
Hoover;AL;16/04/2006 09:54;other
Lenior City;TN;16/04/2006 13:45;disk
Little Rock;AR;16/04/2006 19:00;fireball
Seattle;WA;16/04/2006 19:40;circle
Round Rock;TX;25/07/2019 00:00;disk
Bryson;TX;25/07/2019 00:00;other
Raleigh;NC;25/07/2019 09:00;cigar
Warwick;RI;25/07/2019 11:30;triangle
Norris City;IL;25/07/2019 12:47;
Sugar Land;TX;25/07/2019 13:45;triangle
Pyramid Lake;NV;25/07/2019 17:22;other
Decatur;TX;25/07/2019 17:30;oval
Marion;NC;25/07/2019 19:00;formation
Perth (Australia);;16/04/2006 20:00;triangle
Exeter;NE;16/04/2006 20:05;fireball
Filmore;UT;16/04/2006 20:45;diamond
Jackson;MI;16/04/2006 22:35;disk
Surprise;AZ;17/04/2006 02:20;
Surpriswe;AZ;17/04/2006 03:14;unknown
Industry;CA;17/04/2006 14:00;oval
Columbus;IN;17/04/2006 17:45;formation
Satellite Beach;FL;17/04/2006 19:30;light
Houston;TX;17/04/2006 21:15;oval
Edinburgh (UK/Scotland);;17/04/2006 21:32;circle
Topsail Beach;NC;25/07/2019 20:00;circle
North Topsail Beach;NC;25/07/2019 21:00;light
Pearl;CO;25/07/2019 21:00;circle
Surf City;NC;25/07/2019 21:15;fireball
Lancaster;PA;25/07/2019 22:00;light
Delanson;NY;25/07/2019 22:35;triangle
New York;NY;25/07/2019 23:20;triangle
Brownsburg;;26/07/2019 00:05;rectangle
Spokane;WA;26/07/2019 01:00;cross
Saint Francis;SD;26/07/2019 02:00;disk
Port Saint Lucie;FL;26/07/2019 02:15;diamond
Morgan;PA;17/04/2006 22:25;light
Hartford;CT;17/04/2006 22:31;teardrop
West Fargo;ND;17/04/2006 23:00;circle
Grand Forks;ND;17/04/2006 00:00;circle
Fairfield;CA;18/04/2006 08:36;unknown
Eureka;CA;18/04/2006 10:38;sphere
Alexandria;VA;18/04/2006 14:30;sphere
Boyertown;PA;18/04/2006 14:36;triangle
Budd Lake;NJ;18/04/2006 22:00;light
Crockett;CA;18/04/2006 22:10;other
DeLeon;TX;18/04/2006 22:18;light
Yaounde (Cameroon);;18/04/2006 23:13;diamond
Odum;GA;26/07/2019 02:30;circle
Alexandria;VA;26/07/2019 14:13;
Calgary;AB;26/07/2019 17:30;unknown
Nantucket;MA;26/07/2019 20:00;light
Adirondack;NY;26/07/2019 20:02;sphere
Philipsburg;PA;26/07/2019 21:00;triangle
Bentonville;AR;26/07/2019 21:30;triangle
Aitkin;MN;26/07/2019 22:00;disk
Crystal Lake;IL;26/07/2019 22:12;circle
Dunajska Luzna (Slovakia);;26/07/2019 22:45;circle
Alexandria;VA;26/07/2019 22:57;light
Poulsbo;WA;26/07/2019 23:18;sphere
Ottawa;IL;19/04/2006 00:30;light
Las Vegas;NV;19/04/2006 02:30;light
Rawalpindi (Pakistan);;19/04/2006 07:35;other
Maysville;NC;19/04/2006 08:30;sphere
Morrison;TN;19/04/2006 19:15;cone
Washington Court House;OH;19/04/2006 20:10;disk
Washington Court House;OH;19/04/2006 20:10;disk
Newton;KS;19/04/2006 21:02;unknown
Kansas City;MO;19/04/2006 21:15;light
Claremore;OK;19/04/2006 21:30;light
Peru;IN;19/04/2006 22:00;other
Fort McMurray;AB;19/04/2006 22:20;triangle
Morinville;AB;19/04/2006 22:50;other
Elk Grove;CA;26/07/2019 23:59;rectangle
Crystal Lake;IL;27/07/2019 00:13;light
Spokane;WA;27/07/2019 01:00;light
Clarksville;TN;27/07/2019 01:51;
Ocala;FL;27/07/2019 02:25;
North Charleston;SC;27/07/2019 02:27;other
Bonne Terre;MO;27/07/2019 03:00;light
Portland;IN;27/07/2019 21:25;light
Gurnee;IL;27/07/2019 21:26;cigar
Largo;FL;27/07/2019 21:40;light
Etna;NH;27/07/2019 22:30;unknown
El Dorado Hills;CA;27/07/2019 22:30;light
Bridgewater;VT;27/07/2019 22:40;circle
Silver Spring;MD;20/04/2006 09:10;cigar
West Lafayette;IN;20/04/2006 10:00;fireball
Maricopa;AZ;20/04/2006 19:43;light
Newaygo;MI;20/04/2006 22:00;light
Rochester;MN;20/04/2006 22:05;circle
Knoxville;TN;20/04/2006 22:40;cylinder
Austin;TX;21/04/2006 02:00;circle
Charlotte;NC;21/04/2006 20:30;unknown
Michigan City;IN;21/04/2006 21:00;sphere
Anza Borrego State Park;CA;21/04/2006 21:05;triangle
Burneyville;OK;21/04/2006 21:10;light
Albuquerque;NM;21/04/2006 21:40;triangle
South Dennis;MA;21/04/2006 23:30;unknown
Bellevue;OH;27/07/2019 22:40;fireball
Lake Elsinore;CA;27/07/2019 23:00;
Levittown;NY;27/07/2019 23:30;sphere
Stigler;OK;27/07/2019 23:55;cigar
Cedar Lake;IN;27/07/2019 00:00;cigar
Waianae;HI;28/07/2019 00:00;light
Freeport;IL;28/07/2019 00:20;light
Bayonne;NJ;28/07/2019 01:10;teardrop
Foster;RI;28/07/2019 01:15;sphere
Fargo;ND;28/07/2019 01:30;light
Montreal;QC;28/07/2019 01:30;sphere
Destin;FL;28/07/2019 02:30;light
Richmond;IN;28/07/2019 05:00;light
San Felipe (Mexico);;22/04/2006 00:00;disk
Hanover;MD;22/04/2006 17:00;disk
Lake Stevens;WA;22/04/2006 17:10;unknown
Norwalk;CA;22/04/2006 20:30;light
Whittier;CA;22/04/2006 20:30;fireball
Asheville;NC;22/04/2006 21:00;unknown
Springfield;OR;22/04/2006 21:35;light
Anna;TX;22/04/2006 21:40;triangle
Clarksville;IN;22/04/2006 21:45;fireball
Slater;MO;22/04/2006 22:00;light
Renton;WA;22/04/2006 22:10;light
Chupadero;NM;22/04/2006 23:00;disk
Pismo Beach;CA;22/04/2006 23:30;light
Richmond;IN;28/07/2019 05:00;light
Newark;OH;28/07/2019 10:54;circle
Richmond;VA;28/07/2019 11:20;triangle
Saguaro Lake;AZ;28/07/2019 11:40;disk
Orlando;FL;28/07/2019 15:30;oval
Grass Valley;CA;28/07/2019 16:43;other
Myrtle Beach;SC;28/07/2019 20:00;other
San Antonio;TX;28/07/2019 20:10;
Tempe;AZ;28/07/2019 21:00;light
Pueblo West;CO;28/07/2019 21:15;
Portland;IN;28/07/2019 21:28;light
Tallinn (Estonia);;23/04/2006 01:15;oval
Fallbrook;CA;23/04/2006 02:00;light
Ogden;UT;23/04/2006 05:30;light
Destin;FL;23/04/2006 11:00;unknown
Bluefield;WV;23/04/2006 11:45;fireball
San Diego;CA;23/04/2006 20:30;fireball
Waynesboro;PA;23/04/2006 21:15;triangle
Midland;TX;23/04/2006 21:15;changing
Bremerton;WA;23/04/2006 21:30;other
Roseburg;OR;23/04/2006 22:00;disk
Dallesport;WA;24/04/2006 00:36;changing
Fort Lee;NJ;28/07/2019 22:00;light
Rawlins;WY;28/07/2019 22:30;light
Clinton;TN;28/07/2019 23:00;other
Lake Stevens;WA;28/07/2019 23:05;diamond
Midlothian;VA;28/07/2019 23:30;circle
Kettle Falls;WA;28/07/2019 23:30;unknown
Corona;CA;28/07/2019 23:45;cylinder
Rio Rancho;NM;29/07/2019 00:00;oval
Puyallup;WA;29/07/2019 00:15;light
Salina;UT;29/07/2019 03:30;light
Sterling Heights;MI;24/04/2006 02:00;teardrop
Colorado Springs;CO;24/04/2006 04:30;unknown
Terrace;BC;24/04/2006 19:32;light
The Pas;MB;24/04/2006 22:15;light
Yakima;WA;24/04/2006 23:15;light
Tallinn (Estonia);;24/04/2006 23:55;other
Doncaster (UK/England);;25/04/2006 02:20;light
Mukilteo;WA;25/04/2006 09:30;disk
Wickenburg;AZ;25/04/2006 09:55;circle
Biglake;MN;25/04/2006 10:30;light
Sturbridge;MA;25/04/2006 22:30;unknown
Tallinn (Estonia);;25/04/2006 23:15;triangle
Watsonville;CA;29/07/2019 10:30;egg
Shoreline;WA;29/07/2019 10:30;light
San Pedro;CA;29/07/2019 11:30;unknown
Palm Desert;CA;29/07/2019 12:00;formation
Brook Park;OH;29/07/2019 14:39;
Orlando;FL;29/07/2019 20:00;light
Charleston;SC;29/07/2019 22:00;light
Crestview;FL;29/07/2019 22:15;disk
Folsom;CA;30/07/2019 00:00;triangle
Southlake;TX;30/07/2019 00:01;light
Southlake;TX;30/07/2019 00:01;fireball
Portland;OR;25/04/2006 23:20;rectangle
Lurgan (Northern Ireland);;26/04/2006 00:15;light
Mineola;TX;26/04/2006 22:00;other
Ishpeming;MI;26/04/2006 22:50;light
Naples;FL;27/04/2006 05:30;formation
Portland;OR;27/04/2006 13:00;oval
Santa Maria;CA;27/04/2006 16:30;rectangle
Williamsburg;VA;27/04/2006 21:30;other
Theunisen;SK;28/04/2006 00:15;circle
Riverton;IL;28/04/2006 12:00;changing
South Shore;KY;28/04/2006 18:00;cigar
Tel Aviv (Israel);;28/04/2006 18:30;teardrop
Sharon;PA;30/07/2019 00:04;light
Powell River;BC;30/07/2019 01:11;formation
Washago;ON;30/07/2019 01:30;circle
