city;state;date_time;shape
Pangburn;AR;04/01/2011 20:10;other
Harrodsburg;KY;04/01/2011 20:17;triangle
Winchester;CA;04/01/2011 21:45;sphere
Felton;DE;04/01/2011 22:25;triangle
North Highlands;CA;05/01/2011 01:30;sphere
Moxee;WA;24/08/2010 21:08;light
Redding;CA;24/08/2010 21:15;light
Woodward;OK;24/08/2010 21:45;light
Covington;WA;24/08/2010 22:00;light
Vancouver;WA;24/08/2010 23:15;fireball
Atlantic City;NJ;25/08/2010 05:00;light
Montrose;CO;25/08/2010 05:30;sphere
Signal Mountain;TN;25/08/2010 06:34;disk
Hammond;IN;25/08/2010 08:25;changing
Orlando;FL;14/08/2010 23:35;oval
Lynnwood;WA;14/08/2010 23:45;light
Deming;NM;15/08/2010 00:00;disk
Walled Lake;MI;15/08/2010 00:10;circle
Sharjah (United Arab Emirates);;15/08/2010 03:34;light
Essex;ON;15/08/2010 11:00;changing
Whistling Straits;WI;15/08/2010 19:30;disk
El Paso;TX;15/08/2010 20:30;unknown
Toledo;OH;04/07/2010 00:00;other
Vancouver;WA;04/07/2010 20:47;sphere
Saint Albans;VT;04/07/2010 21:00;sphere
Papillion;NE;04/07/2010 21:00;circle
Everett;WA;04/07/2010 21:00;light
O'Fallon;MO;04/07/2010 21:10;sphere
Searcy;AR;04/07/2010 21:30;circle
Port Richey;FL;04/07/2010 21:30;sphere
Amelia;OH;04/07/2010 21:30;circle
Topeka;KS;04/07/2010 21:30;triangle
San Francisco;CA;05/01/2011 06:00;triangle
Lake Chelan;WA;25/08/2010 13:00;circle
Easley;SC;25/08/2010 17:30;other
Burlingame;KS;25/08/2010 20:23;triangle
Nashville;TN;25/08/2010 20:30;fireball
Blue Island;IL;25/08/2010 20:35;circle
Muskegon;MI;25/08/2010 21:35;circle
Hudson;SD;25/08/2010 22:00;triangle
Cottonwood Heights;UT;25/08/2010 22:06;sphere
Caldwell;ID;25/08/2010 22:39;light
Conrad;MT;15/08/2010 20:45;sphere
Visalia;CA;15/08/2010 21:00;light
Round Rock;TX;15/08/2010 21:45;oval
Portland;OR;15/08/2010 22:08;sphere
Salmon Arm;BC;15/08/2010 23:00;circle
Kinross;MI;15/08/2010 23:00;unknown
Weaverville;CA;15/08/2010 23:30;fireball
Seaforth;ON;16/08/2010 00:25;other
Barton City;MI;16/08/2010 03:30;triangle
Fall City;WA;04/07/2010 21:34;circle
Franklin;PA;04/07/2010 21:40;circle
Fort Calhoun;NE;04/07/2010 22:00;circle
Tampa;FL;04/07/2010 22:00;unknown
Lynnwood;WA;04/07/2010 22:00;circle
Polk City;IA;04/07/2010 22:15;disk
Coudersport;PA;04/07/2010 22:20;fireball
Grants Pass;OR;04/07/2010 22:30;fireball
Erie;PA;04/07/2010 22:30;circle
Red Deer;AB;25/08/2010 23:00;fireball
Park City;UT;26/08/2010 00:00;circle
Lapeer;MI;26/08/2010 00:00;circle
Lynden;WA;26/08/2010 02:00;light
Downers Grove;IL;26/08/2010 08:30;light
South Negev Desert (Israel);;26/08/2010 11:00;sphere
Glacier National Park;MT;26/08/2010 13:55;cylinder
Tawas;MI;26/08/2010 17:00;changing
West Springfield;MA;26/08/2010 20:25;diamond
Lansing;MI;26/08/2010 20:40;light
Glendale;CA;16/08/2010 11:14;circle
Morgantown;WV;16/08/2010 19:45;cigar
Circleville;NY;16/08/2010 20:15;light
Antioch;CA;16/08/2010 20:58;light
White Lake;WI;16/08/2010 21:00;light
Pittstown;NJ;16/08/2010 21:15;circle
Walla Walla;WA;16/08/2010 21:30;other
Lowell;MI;16/08/2010 21:30;fireball
Bensalem;PA;16/08/2010 22:00;triangle
Brookfield;WI;16/08/2010 23:10;light
Springfield;OH;04/07/2010 22:30;fireball
Bremerton;WA;04/07/2010 22:35;circle
Haliburton;ON;04/07/2010 22:50;circle
Bethesda;OH;04/07/2010 23:00;other
Cherry Hill;NJ;04/07/2010 23:00;triangle
Marysville;WA;04/07/2010 23:00;fireball
Grand Isle;LA;04/07/2010 23:35;circle
Vancouver;WA;04/07/2010 23:55;oval
Belmont;NC;04/07/2010 23:59;fireball
South Bethany Beach;DE;05/07/2010 21:40;light
Chicago;IL;26/08/2010 21:00;sphere
Stephenville;TX;26/08/2010 21:10;formation
Omaha;NE;26/08/2010 21:10;light
Ruch;OR;26/08/2010 22:10;light
New York;NY;26/08/2010 22:23;light
Escondido;CA;26/08/2010 23:30;light
Craig;AK;27/08/2010 00:00;circle
Kennewick;WA;27/08/2010 07:00;fireball
Chattanooga;TN;27/08/2010 10:30;fireball
Murry;NE;27/08/2010 14:34;diamond
Broken Arrow;OK;16/08/2010 23:59;light
Geneva;IL;17/08/2010 01:00;light
Seekonk;MA;17/08/2010 17:00;rectangle
Strasburg;CO;17/08/2010 18:30;circle
Everett;WA;17/08/2010 20:30;unknown
Christopher;IL;17/08/2010 21:15;light
Monroe;WA;17/08/2010 21:40;disk
Indiana;PA;17/08/2010 23:17;light
White Sulphur Springs;MT;18/08/2010 00:15;egg
Fenton;MO;18/08/2010 03:00;light
Goochland;VA;05/07/2010 22:00;light
Adrian;MI;06/07/2010 01:00;light
Dorchester;MA;06/07/2010 22:00;sphere
Eastham;MA;06/07/2010 22:15;light
Northport;MI;07/07/2010 00:30;light
Truckee;CA;07/07/2010 22:00;
Culver;OR;07/07/2010 22:45;cylinder
Mons (France);;08/07/2010 18:06;other
Marietta;GA;08/07/2010 22:30;triangle
Seattle;WA;08/07/2010 22:44;diamond
Virginia;VA;25/11/1976 20:20;fireball
Valley Station;KY;04/06/1977 23:00;circle
Chadwell St Mary (UK/England);;15/06/1977 03:20;disk
Lake Worth;FL;17/06/1977 23:15;cigar
Clines Corners;NM;15/01/1979 20:00;triangle
Lincoln;IL;27/08/2010 18:27;light
Kelso;WA;27/08/2010 20:00;changing
Turlock;CA;27/08/2010 20:30;light
Jacksonville;AR;27/08/2010 20:30;light
UK/Wales;;27/08/2010 20:45;oval
Portland;OR;27/08/2010 20:50;light
Kirkland;WA;27/08/2010 21:00;light
Fort Collins;CO;27/08/2010 21:30;sphere
Hiawatha;IA;27/08/2010 21:30;circle
Yucaipa;CA;18/08/2010 05:30;flash
Hudson;MA;18/08/2010 08:55;oval
Dryden;ON;18/08/2010 19:25;other
Dana Point;CA;18/08/2010 20:00;circle
Palos Verdes Estates;CA;18/08/2010 20:47;changing
Topeka;KS;18/08/2010 21:40;fireball
Spring Grove;PA;18/08/2010 22:00;disk
Scotchtown;NY;18/08/2010 23:00;unknown
Vancouver;WA;08/07/2010 23:00;light
Kamloops;BC;09/07/2010 00:00;light
Wolf Creek;MT;09/07/2010 15:38;disk
Rangeley;ME;09/07/2010 19:00;oval
Vancouver;WA;09/07/2010 20:15;
Springfield;MO;09/07/2010 21:45;disk
Vancouver;WA;09/07/2010 22:00;triangle
Dorchester;MA;09/07/2010 22:15;sphere
Lombard;IL;09/07/2010 22:34;light
La Ceiba (Honduras);;09/07/2010 23:00;light
Atlanta;GA;30/06/1984 12:00;unknown
Daisytown;PA;23/06/1985 22:00;circle
Ironton;OH;01/06/1988 03:00;unknown
Brentwood Short's Lake;NS;31/07/1993 23:00;oval
Buhl;MN;15/06/1996 07:30;rectangle
Beaverton;OR;01/08/1996 00:00;disk
Venice;FL;30/06/1997 05:45;cigar
Bellevue;WA;15/09/1997 20:00;
Lubbock;TX;15/09/1998 20:00;other
Fountain Valley;CA;15/07/2003 22:00;light
Scarborough;ON;18/07/2003 17:40;rectangle
Clinton Township;MI;27/08/2010 21:50;light
Everett;WA;27/08/2010 22:15;light
Madison;CT;27/08/2010 22:17;diamond
Brighton;CO;27/08/2010 22:30;circle
Salem;IN;28/08/2010 06:00;changing
Harriman State Park;NY;27/08/2010 23:30;light
Westford;MA;28/08/2010 09:15;fireball
Seattle;WA;28/08/2010 17:30;other
Ardsley;NY;28/08/2010 18:10;oval
Los Angeles;CA;28/08/2010 20:00;other
Laguna Beach;CA;19/08/2010 01:42;fireball
Calgary;AB;19/08/2010 12:55;oval
Wheat Ridge;CO;19/08/2010 17:30;circle
Kenmore;WA;19/08/2010 19:50;triangle
Lakeland;TN;19/08/2010 20:10;circle
Humboldt;KS;19/08/2010 21:00;other
Halifax;NS;19/08/2010 21:05;light
Asheville;NC;19/08/2010 21:20;unknown
Oldenburg;IN;19/08/2010 22:00;changing
Hilliard;OH;09/07/2010 23:00;fireball
Alton;IL;09/07/2010 23:00;unknown
Lovewell State Park;KS;09/07/2010 23:30;
Leetsdale;PA;09/07/2010 23:55;sphere
Millville;PA;10/07/2010 00:00;light
Millville;PA;10/07/2010 00:50;unknown
Raleigh;NC;10/07/2010 02:00;rectangle
Ellicott City;MD;10/07/2010 02:00;oval
Cougar;WA;10/07/2010 11:30;other
Hedgesville;WV;10/07/2010 21:00;light
Antioch;CA;04/04/2004 01:00;other
Punta Gorda;FL;15/10/2004 05:15;cigar
Acton;CA;24/04/2008 16:45;unknown
Jefferson;GA;15/04/2009 16:00;egg
Wolverhampton (UK/England);;15/05/2009 01:00;cone
Fontana;CA;14/05/2009 12:00;formation
Kuala Lumpur (Malaysia);;30/05/2009 14:00;sphere
Hamburg;MI;22/07/2009 02:40;other
Corona;CA;26/09/2009 00:00;other
Burr Oak;KS;08/11/2009 00:00;
El Centro;CA;28/08/2010 20:16;triangle
Los Angeles;CA;28/08/2010 20:29;disk
Ardsley;NY;28/08/2010 20:30;rectangle
Burlingame;KS;28/08/2010 20:30;
Davie;FL;28/08/2010 20:45;light
Beech Grove;IN;28/08/2010 20:50;fireball
Montclair;NJ;28/08/2010 21:00;formation
Sherman Oaks;CA;28/08/2010 21:20;other
Battle Ground;WA;28/08/2010 22:00;fireball
Mason;OH;28/08/2010 22:00;disk
Ocala;FL;20/08/2010 02:00;unknown
Bridgeport;OH;20/08/2010 02:00;circle
Rancho Cordova;CA;20/08/2010 17:15;light
Middletown;CT;20/08/2010 19:00;circle
Shafter;CA;20/08/2010 21:30;light
Rodanthe;NC;20/08/2010 21:45;unknown
Soddy Daisy;TN;20/08/2010 22:00;light
Halifax;NS;20/08/2010 23:00;light
Newington;CT;20/08/2010 23:00;cigar
Newington;CT;20/08/2010 23:00;cigar
Montrose;CO;21/08/2010 00:15;sphere
Syracuse;IN;10/07/2010 21:00;teardrop
Palm Springs;FL;10/07/2010 21:08;unknown
Azle;TX;10/07/2010 21:20;teardrop
Tyler;TX;10/07/2010 21:25;fireball
Boynton Beach;FL;10/07/2010 21:30;light
Berkeley Springs;WV;10/07/2010 21:30;light
Olyphant;PA;10/07/2010 22:00;sphere
Seattle;WA;10/07/2010 22:10;fireball
North Attleboro;MA;10/07/2010 22:10;fireball
Clark;NJ;10/07/2010 22:17;cigar
New Baltimore;MI;10/07/2010 22:20;fireball
Jewell County;KS;24/12/2009 00:00;
Calhoun;GA;25/12/2009 01:00;oval
Saint John;NB;26/06/2010 22:55;sphere
McKinney;TX;29/06/2010 20:00;unknown
Seattle;WA;03/07/2010 20:00;fireball
West Bloomfield;MI;03/07/2010 22:45;light
Bellingham;WA;03/07/2010 23:00;light
Gloucester;MA;04/07/2010 00:00;triangle
Rootstown;OH;04/07/2010 10:00;light
Paris (France);;04/07/2010 14:20;oval
Dundalk;MD;28/08/2010 22:00;light
Washington;DC;28/08/2010 22:06;fireball
Mannford;OK;28/08/2010 22:20;unknown
Steelville;MO;28/08/2010 22:30;circle
Welland;ON;28/08/2010 22:30;light
Rochester;NY;28/08/2010 22:30;fireball
Ardsley;NY;28/08/2010 23:30;other
Baltimore;MD;29/08/2010 00:15;light
Milwaukee;WI;29/08/2010 00:30;unknown
Twin Shores;PE;29/08/2010 00:30;fireball
Lehi;UT;21/08/2010 10:30;cigar
Santa Rosa;CA;21/08/2010 13:00;cylinder
Seffner;FL;21/08/2010 13:10;circle
Ottawa;ON;21/08/2010 17:30;triangle
Basel (Switzerland);;21/08/2010 17:45;formation
Bloomington;MN;21/08/2010 18:00;sphere
Pretoria (South Africa);;21/08/2010 20:55;light
Martinsburg;WV;21/08/2010 21:00;light
Morris;IL;21/08/2010 21:45;fireball
Vincennes;IN;21/08/2010 22:30;unknown
Washington;NJ;10/07/2010 22:30;light
Grants Pass;OR;10/07/2010 22:30;light
Upper Chichester;PA;10/07/2010 22:30;light
Everett;WA;10/07/2010 22:35;oval
Sylmar;CA;10/07/2010 22:41;triangle
Gadsden;AL;10/07/2010 22:45;light
Cuyahoga Falls;OH;10/07/2010 22:45;triangle
Hancock;MD;10/07/2010 22:55;light
London (UK/England);;10/07/2010 22:55;light
State College;PA;10/07/2010 23:00;light
North Charleston;SC;04/07/2010 21:30;sphere
Orlando;FL;04/07/2010 21:30;fireball
Wichita;KS;04/07/2010 21:40;fireball
Chicago;IL;04/07/2010 21:45;rectangle
Shelby Twp;MI;04/07/2010 22:00;disk
Vancouver;WA;04/07/2010 22:00;formation
Wyoming Valley;PA;04/07/2010 23:00;
Streamwood;IL;04/07/2010 23:00;light
Hazelwood;MO;04/07/2010 00:00;light
Redding;CA;08/07/2010 19:30;circle
Stouffville;ON;29/08/2010 02:00;circle
Chesterfield;MO;29/08/2010 11:05;sphere
Bellevue;WA;29/08/2010 12:35;flash
Newark;DE;29/08/2010 15:30;circle
Cutchogue;NY;29/08/2010 21:00;unknown
Plymouth;MA;29/08/2010 21:00;triangle
Cokeville;WY;29/08/2010 21:20;formation
San Jose;CA;29/08/2010 23:59;light
Derby;CT;30/08/2010 00:15;cigar
Mountaindale;NY;30/08/2010 01:30;circle
Felton;DE;21/08/2010 23:45;changing
San Bernardino;CA;22/08/2010 05:00;light
Escondido;CA;22/08/2010 05:00;unknown
Brandywine;WV;22/08/2010 05:18;light
Los Feliz;CA;22/08/2010 15:00;circle
Washington;UT;22/08/2010 16:45;unknown
Mill Hall;PA;22/08/2010 20:30;circle
San Gennaro Vesuviano (Naples) (Italy);;22/08/2010 21:00;fireball
Bellevue;WA;22/08/2010 22:25;light
Marcus Hook;PA;22/08/2010 22:30;circle
Huntsville;TX;22/08/2010 23:00;light
Nanjing (China);;10/07/2010 23:00;rectangle
Waterville;OH;10/07/2010 23:00;circle
Hanover;ON;10/07/2010 23:00;light
Union Dale;PA;10/07/2010 23:00;cylinder
Southern Oregon;OR;10/07/2010 23:00;sphere
Louth (UK/England);;10/07/2010 23:10;cylinder
Orangeburg;NY;10/07/2010 23:20;cylinder
Millville;PA;10/07/2010 23:30;light
Millville;PA;10/07/2010 23:50;formation
East Hampton;NY;10/07/2010 23:50;circle
Oakland;CA;09/07/2010 13:00;cylinder
Skykomish;WA;09/07/2010 14:47;disk
Rome;NY;09/07/2010 21:45;triangle
Seattle;WA;13/07/2010 23:00;fireball
Citronelle;AL;15/07/2010 22:30;unknown
Plymouth;MI;16/07/2010 02:45;triangle
Chicago;IL;17/07/2010 19:30;unknown
Rochester;MI;17/07/2010 22:00;fireball
Beaver Dam;WI;17/07/2010 22:30;rectangle
Bruneau;ID;17/07/2010 23:00;triangle
Brookhaven;NY;17/07/2010 23:30;light
Annalong (UK/England);;30/08/2010 22:00;fireball
Clarksville;TN;23/08/2010 04:00;light
Cumming;GA;23/08/2010 06:00;disk
Senoia;GA;23/08/2010 06:00;light
Gahanna;OH;23/08/2010 11:00;oval
Venice;CA;23/08/2010 19:35;unknown
Keizer;OR;23/08/2010 20:40;light
Oakdale;CA;23/08/2010 21:00;sphere
Tracadie Sheila;NB;23/08/2010 22:10;triangle
Spring Hill;FL;10/07/2010 23:55;diamond
Tightwad;MO;11/07/2010 00:00;light
Bloomsburg;PA;11/07/2010 00:00;unknown
Richland;WA;11/07/2010 00:00;light
Brookfield;WI;11/07/2010 00:20;circle
Fairport;NY;11/07/2010 01:00;triangle
Roswell;GA;11/07/2010 01:00;circle
Shawnee;KS;11/07/2010 01:18;unknown
Ceres;CA;11/07/2010 02:00;changing
Williamsburg;PA;11/07/2010 02:00;light
Seattle;WA;17/07/2010 23:37;sphere
Orange;CA;18/07/2010 00:05;other
Coon Rapids;MN;18/07/2010 01:00;formation
Oklahoma City;OK;18/07/2010 02:30;unknown
Holden Beach;NC;18/07/2010 21:30;
Desert Center;CA;18/07/2010 22:00;oval
Grapeville;PA;18/07/2010 23:00;flash
New Milford;CT;19/07/2010 01:00;light
Hendersonville;TN;19/07/2010 20:00;cylinder
Scandia;MN;19/07/2010 21:00;diamond
Garden City;ID;24/08/2010 16:05;flash
Goree;TX;01/01/1975 01:00;light
Burbank;CA;15/04/1981 15:00;sphere
New Britain;CT;30/06/1992 02:00;rectangle
Duvall;WA;06/10/1996 13:00;triangle
Knife River;MN;28/08/2001 22:30;triangle
Andover;MA;30/06/2006 01:00;fireball
Salt Lake City;UT;23/03/2008 00:00;oval
West Warwick;RI;11/07/2010 03:00;light
London (UK/England);;11/07/2010 03:00;changing
Frankfort;AL;11/07/2010 13:00;chevron
Faaborg (Denmark);;11/07/2010 15:00;cigar
Alameda;CA;11/07/2010 16:10;circle
Smithtown;NY;11/07/2010 18:00;flash
Philadelphia;PA;11/07/2010 21:00;light
Westford;MA;11/07/2010 21:00;unknown
High Ridge;MO;11/07/2010 21:00;triangle
Sag Harbor;NY;11/07/2010 21:15;light
Pahrump;NV;19/07/2010 21:30;light
Mebane;NC;19/07/2010 22:00;fireball
Clemmons;NC;19/07/2010 22:00;disk
Merrill;IA;19/07/2010 22:20;diamond
Nevada City;CA;19/07/2010 22:22;unknown
Kirkland;WA;19/07/2010 22:30;circle
Ankara (Turkey);;19/07/2010 22:45;light
Halifax;NS;19/07/2010 23:00;light
Amherst;VA;19/07/2010 23:35;unknown
Albany;NY;20/07/2010 00:35;other
Wilson;NC;;disk
Joplin;MO;01/01/1970 02:00;unknown
Chapel Hill;NC;15/06/1996 00:00;circle
Crestview;FL;30/07/1996 14:00;triangle
Mena;AR;15/06/1997 23:00;other
Rockport;IN;04/07/1997 22:00;
Hartsgrove;OH;15/04/1998 20:30;disk
UK/England;;20/05/1999 21:15;cigar
Scottsdale;AZ;04/01/2000 20:30;light
LaGrangeville;NY;15/10/2009 22:00;cylinder
Tulum (Mexico);;15/05/2010 12:00;disk
Newport;RI;03/06/2010 14:00;disk
O'Fallon;MO;03/06/2010 22:15;fireball
Pals (Spain);;04/06/2010 10:24;circle
Lowell;MA;01/07/2010 21:10;fireball
Hastings;ON;01/07/2010 21:40;fireball
Rutherford;NJ;01/07/2010 23:00;fireball
Odell;IL;02/07/2010 20:35;other
Holyoke;MA;02/07/2010 20:50;formation
Taneytown;MD;11/07/2010 21:45;light
Pittsburgh;PA;11/07/2010 22:00;disk
Boise;ID;11/07/2010 22:45;other
Hancock;MD;11/07/2010 22:55;light
Winnipeg;MB;11/07/2010 23:38;rectangle
London (UK/England);;11/07/2010 23:45;circle
Jacksonville;OR;12/07/2010 00:10;diamond
Cortez Colorado;CO;12/07/2010 02:25;light
Portland;ME;12/07/2010 02:45;light
;;;
" WA Shape: Changing Duration:Not long maybe a minute""";http://www.nuforc.org/webreports/076/S76774.html;;2010-07-28T00:00:00
Selkirk;NY;20/07/2010 01:00;unknown
Selkirk;NY;20/07/2010 01:00;unknown
National Forest;CA;20/07/2010 01:32;diamond
Washington;DC;20/07/2010 03:18;sphere
Friendship;TN;20/07/2010 04:00;circle
Rocklin;CA;20/07/2010 09:03;rectangle
Appleton;NY;20/07/2010 12:35;light
Maynard;MA;20/07/2010 20:15;cylinder
;;01/06/2001 00:00;disk
Winslow;AZ;01/10/2002 14:00;other
Medway;MA;15/04/2004 09:00;cylinder
Dale City;VA;13/05/2004 12:00;circle
Scarborough;ON;02/07/2004 16:45;fireball
Yangon (Rangoon) (Myanmar);;16/11/2004 17:44;light
Stony Brook;NY;30/06/2005 00:00;sphere
Richton Park;IL;03/04/2007 03:00;disk
Johns Island;SC;19/06/2008 21:50;light
Chicago;IL;02/07/2010 21:30;fireball
Chicago;IL;02/07/2010 21:30;fireball
Mishawaka;IN;02/07/2010 21:30;sphere
Keswick;ON;02/07/2010 22:30;fireball
Federal Way;WA;03/07/2010 10:50;light
Poplar Grove;IL;03/07/2010 18:15;chevron
Farallon (Panama);;03/07/2010 19:35;oval
Addison;TX;03/07/2010 20:30;fireball
Lichfield (UK/England);;12/07/2010 11:40;circle
Azwell;WA;12/07/2010 13:00;light
Dallas;TX;12/07/2010 20:00;other
Burbank;CA;12/07/2010 21:00;changing
Tracy;CA;12/07/2010 21:13;other
Wauconda;IL;12/07/2010 21:30;light
Cambridge;ID;12/07/2010 22:00;sphere
Jonesboro;IN;12/07/2010 22:00;light
Jensen;UT;15/08/1981 07:00;cylinder
Meadville;PA;10/01/1996 18:50;
Enosburg Falls;VT;15/08/2001 21:45;triangle
Colfax;ND;15/01/2008 21:00;disk
Waimanalo;HI;24/07/2009 20:00;sphere
Washington;DC;19/06/2010 14:00;disk
Surfside Beach;SC;20/07/2010 21:05;formation
Arlington Heights;IL;20/07/2010 21:42;light
Ida;MI;20/07/2010 22:00;fireball
Orrville;OH;20/07/2010 22:30;light
Dirksland (Netherlands);;21/07/2010 02:50;unknown
Brantley;AL;21/07/2010 10:46;triangle
Bishop;CA;21/07/2010 15:00;triangle
Corpus Christi;TX;21/07/2010 19:00;circle
Hooversville;PA;21/07/2010 21:00;circle
Lafayette;CO;03/01/2009 04:00;triangle
Belleville;ON;13/10/2009 02:45;disk
New Port Richey;FL;20/01/2010 20:00;fireball
Melbourne (Australia);;07/02/2010 05:52;triangle
Knutsford (UK/England);;07/02/2010 22:00;
Hernando;FL;01/03/2010 11:00;light
Pensacola;FL;15/03/2010 00:00;light
Venus;FL;20/03/2010 20:00;circle
Adelaide  (South Australia);;07/04/2010 09:15;fireball
Lemoore;CA;03/07/2010 21:00;triangle
Eddyville;KY;03/07/2010 21:00;light
Baltimore;OH;03/07/2010 21:15;oval
Cincinnati;OH;03/07/2010 21:35;light
Lansing;KS;03/07/2010 22:00;light
Ottawa;IL;03/07/2010 22:00;fireball
Bonaparte;IA;03/07/2010 22:00;fireball
Bluffton;IN;03/07/2010 23:00;fireball
Hickory;NC;12/07/2010 22:10;disk
Annapolis;MD;12/07/2010 22:15;light
Hayward-Trego;WI;12/07/2010 22:20;light
San Angelo;TX;12/07/2010 23:00;light
Meadowlands;MN;12/07/2010 23:30;light
Worthington;OH;13/07/2010 00:00;light
Mackinaw City;MI;13/07/2010 01:00;disk
Kennewick;WA;13/07/2010 21:30;other
Chanute;KS;03/07/2010 16:00;fireball
Mexico DF (Mexico);;20/07/2010 15:30;chevron
Jamestown;NC;23/07/2010 01:00;circle
Salt Lake City;UT;27/07/2010 00:10;triangle
Sedro Woolley;WA;27/07/2010 01:00;disk
Phoenix;AZ;27/07/2010 05:30;other
Houston;TX;28/07/2010 00:00;disk
Allen;TX;28/07/2010 21:00;unknown
Chicago;IL;28/07/2010 10:30;fireball
Vancouver;WA;28/07/2010 22:00;fireball
Avon Lake;OH;21/07/2010 23:00;fireball
Hammond;LA;21/07/2010 23:00;fireball
Salt Lake City;UT;21/07/2010 23:37;unknown
Camp Verde;AZ;22/07/2010 00:00;circle
Cheshire;CT;22/07/2010 00:30;cigar
Spokane;WA;22/07/2010 01:00;light
Sedro Woolley;WA;22/07/2010 02:00;fireball
Alloway;NJ;22/07/2010 02:00;other
Oak Park;MI;22/07/2010 10:45;circle
Summer Lake;OR;27/05/2010 20:00;other
Bryant Creek, Rippe access;MO;29/05/2010 21:00;light
Campo;IA;31/05/2010 15:00;disk
Bluffton;IN;03/06/2010 22:00;circle
Ottawa;ON;03/06/2010 23:30;other
Easton;MD;04/06/2010 02:00;teardrop
Minersville;PA;07/06/2010 23:30;light
Hewitt;NJ;14/06/2010 22:15;light
Bellevue;WA;15/06/2010 10:00;cigar
Wikieup;AZ;17/06/2010 00:30;diamond
Plymouth;NH;19/06/2010 21:15;cigar
Winder;GA;20/06/2010 22:00;unknown
Caroline;AB;03/07/2010 23:32;formation
London;KY;04/07/2010 00:00;
Deer Park;IL;04/07/2010 00:30;fireball
Highland;CA;04/07/2010 19:30;other
Saint Charles;MO;04/07/2010 20:00;oval
Lodi;CA;04/07/2010 20:00;other
Moxee;WA;04/07/2010 20:30;circle
Huntsville;AL;04/07/2010 20:50;other
Baltimore;MD;04/07/2010 21:00;circle
Old Hickory;TN;04/07/2010 21:00;fireball
Garrison;MN;04/07/2010 21:00;rectangle
Carbondale;PA;04/07/2010 21:00;fireball
Crivitz;WI;13/07/2010 21:45;oval
Prosser;WA;13/07/2010 22:00;light
Paducah;KY;13/07/2010 22:30;circle
Lafayette;IN;13/07/2010 23:30;light
Laguna Niguel;CA;13/07/2010 23:34;formation
Killen;AL;14/07/2010 01:00;cylinder
Huron;CA;14/07/2010 01:30;disk
Columbus;OH;14/07/2010 08:45;diamond
El Monte;CA;14/07/2010 11:15;teardrop
High Point;NC;14/07/2010 18:00;other
Surprise;AZ;14/07/2010 21:10;other
Orlando;FL;28/07/2010 22:10;light
Toronto;ON;28/07/2010 23:00;light
Lansing;MI;28/07/2010 23:00;light
Walatka;FL;28/07/2010 23:45;light
Dayville;CT;29/07/2010 00:58;light
South Elgin;IL;29/07/2010 01:58;light
Lakewood;CO;29/07/2010 09:00;unknown
Lodi;CA;22/07/2010 13:00;cross
Philomath;OR;22/07/2010 16:00;unknown
Scott Township;PA;22/07/2010 20:45;circle
Rutland;VT;22/07/2010 21:30;fireball
Emerald Isle;NC;22/07/2010 21:30;circle
Harkers Island;NC;22/07/2010 21:30;light
Pine Knoll Shores;NC;22/07/2010 21:48;circle
Indian Beach;NC;22/07/2010 22:00;disk
Emerald Isle;NC;22/07/2010 22:00;triangle
Herculaneum;MO;22/07/2010 22:30;fireball
Lincoln;NC;22/07/2010 23:30;light
Petaluma;CA;21/06/2010 23:00;sphere
Fairborn;OH;22/06/2010 12:30;circle
Kettering (UK/England);;22/06/2010 18:00;disk
Prescott;AZ;22/06/2010 22:00;light
Ogden;UT;23/06/2010 03:00;light
Yuma;AZ;23/06/2010 04:03;
Cashion;AZ;23/06/2010 05:20;oval
Tampa;FL;23/06/2010 18:20;rectangle
Olympia;WA;23/06/2010 21:30;sphere
Newberg;OR;23/06/2010 22:30;light
Hutchinson;KS;04/07/2010 21:00;fireball
Jefferson;NC;04/07/2010 21:00;sphere
Irvine;CA;04/07/2010 21:00;circle
Bernie;MO;04/07/2010 21:00;light
Rockaway Beach;MO;04/07/2010 21:00;fireball
Albuquerque;NM;04/07/2010 21:00;sphere
Bradyville;TN;04/07/2010 21:00;fireball
Branson;MO;04/07/2010 21:00;fireball
Portage;IN;04/07/2010 21:09;light
Hutchinson;KS;04/07/2010 21:10;fireball
Rochester;NY;14/07/2010 21:55;light
Lake Tawakoni;TX;14/07/2010 22:30;cigar
Dudley;MA;14/07/2010 23:00;light
Dudley;MA;14/07/2010 23:00;light
Everett;WA;14/07/2010 23:10;formation
Regina;SK;14/07/2010 23:18;flash
Las Vegas;NV;14/07/2010 23:24;light
Kalamazoo;MI;15/07/2010 01:10;light
Chicago Heights;IL;15/07/2010 04:30;unknown
Provo;UT;15/07/2010 10:00;disk
Rohnert Park;CA;23/07/2010 00:30;fireball
Orlando;FL;23/07/2010 09:45;formation
Gatlinburg;TN;23/07/2010 14:24;unknown
Westboro;MA;23/07/2010 19:30;oval
Seattle;WA;23/07/2010 21:15;other
Huntington Beach;CA;23/07/2010 21:30;light
Oklahoma City;OK;24/07/2010 00:00;circle
Columbus;OH;24/07/2010 00:45;cigar
Kingwood;TX;24/07/2010 00:50;changing
Williston;ND;24/07/2010 01:00;triangle
Vashon;WA;23/06/2010 23:00;diamond
Chappaqua;NY;23/06/2010 23:30;sphere
Benton;ME;24/06/2010 01:00;circle
Mississaugua;ON;24/06/2010 02:00;
Fresno;CA;24/06/2010 06:25;unknown
Seattle;WA;24/06/2010 15:00;light
